osmid,y,x,street_count,ref,highway,geometry
2755507706,22.6730459,114.0133238,1,,,POINT (114.0133238 22.6730459)
2755507708,22.6768572,114.0175402,1,,,POINT (114.0175402 22.6768572)
2755507710,22.6793067,114.0262949,3,,,POINT (114.0262949 22.6793067)
2755507712,22.6735431,114.0274732,4,,,POINT (114.0274732 22.6735431)
2755507716,22.6828166,114.0044188,1,,,POINT (114.0044188 22.6828166)
2755507725,22.6686966,114.0148374,4,,,POINT (114.0148374 22.6686966)
2755507727,22.6719569,114.014622,1,,,POINT (114.014622 22.6719569)
2755507729,22.6724043,114.0124328,3,,,POINT (114.0124328 22.6724043)
2755507733,22.6786409,114.0224683,1,,,POINT (114.0224683 22.6786409)
2755507741,22.6745181,114.0318018,3,,,POINT (114.0318018 22.6745181)
2755507743,22.6713431,114.0152121,1,,,POINT (114.0152121 22.6713431)
2755507763,22.6705256,114.0136552,3,,,POINT (114.0136552 22.6705256)
2755507768,22.6741745,114.0175831,1,,,POINT (114.0175831 22.6741745)
2755507769,22.6828621,114.004965,4,,,POINT (114.004965 22.6828621)
2755507776,22.6779561,114.0358114,1,,,POINT (114.0358114 22.6779561)
2755507779,22.6712607,114.0131805,3,,,POINT (114.0131805 22.6712607)
2755507781,22.6752238,114.0164351,1,,,POINT (114.0164351 22.6752238)
2755770325,22.68376,114.0665017,4,,,POINT (114.0665017 22.68376)
2755770326,22.6862204,114.06349,3,,,POINT (114.06349 22.6862204)
2755770353,22.6903887,114.0624641,3,,,POINT (114.0624641 22.6903887)
2755770362,22.682752,114.0616625,1,,,POINT (114.0616625 22.682752)
2755770372,22.6805829,114.0610407,4,,,POINT (114.0610407 22.6805829)
2755770435,22.6910485,114.0628132,3,,,POINT (114.0628132 22.6910485)
2755770450,22.6804498,114.0610777,3,,,POINT (114.0610777 22.6804498)
2755770454,22.6838384,114.066589,4,,,POINT (114.066589 22.6838384)
2755770461,22.6908064,114.0611931,3,,,POINT (114.0611931 22.6908064)
2755770462,22.690263,114.0617877,3,,,POINT (114.0617877 22.690263)
2755770508,22.6805335,114.0611157,4,,,POINT (114.0611157 22.6805335)
2755770524,22.6804989,114.0609979,3,,,POINT (114.0609979 22.6804989)
2755770551,22.6828737,114.0562687,3,,,POINT (114.0562687 22.6828737)
2755772071,22.6908035,114.0695048,4,,,POINT (114.0695048 22.6908035)
2755772092,22.6854939,114.0639494,4,,,POINT (114.0639494 22.6854939)
2755772096,22.6901789,114.0658621,4,,,POINT (114.0658621 22.6901789)
2755772103,22.6895564,114.062214,4,,,POINT (114.062214 22.6895564)
2755772104,22.6856369,114.0640035,4,,,POINT (114.0640035 22.6856369)
2755772118,22.689469,114.0622339,4,,,POINT (114.0622339 22.689469)
2755772130,22.6894044,114.0566462,1,,,POINT (114.0566462 22.6894044)
2755772141,22.6855772,114.0640641,4,,,POINT (114.0640641 22.6855772)
2755772143,22.6901658,114.0657899,4,,,POINT (114.0657899 22.6901658)
2755772173,22.685559,114.0638951,4,,,POINT (114.0638951 22.685559)
2755772174,22.6894918,114.0623736,4,,,POINT (114.0623736 22.6894918)
2755772177,22.6893137,114.0566301,1,,,POINT (114.0566301 22.6893137)
2755772182,22.6895828,114.062352,4,,,POINT (114.062352 22.6895828)
2755779735,22.6891486,114.058793,4,,,POINT (114.058793 22.6891486)
2755779738,22.6891497,114.058718,4,,,POINT (114.058718 22.6891497)
2755779761,22.6931832,114.0453315,3,,,POINT (114.0453315 22.6931832)
2755779782,22.6920807,114.0658013,4,,,POINT (114.0658013 22.6920807)
2755779802,22.7096623,114.0930248,3,,,POINT (114.0930248 22.7096623)
2755779861,22.691248,114.0571502,3,,,POINT (114.0571502 22.691248)
2755779865,22.6986167,114.0857603,3,,,POINT (114.0857603 22.6986167)
2755779870,22.684957,114.0580783,4,,,POINT (114.0580783 22.684957)
2755779871,22.6892373,114.0587675,5,,,POINT (114.0587675 22.6892373)
2755779883,22.6912502,114.060666,3,,,POINT (114.060666 22.6912502)
2755779890,22.693305,114.0444738,4,,,POINT (114.0444738 22.693305)
2755779898,22.6916,114.0630728,3,,,POINT (114.0630728 22.6916)
2755792662,22.694391,114.035649,4,,,POINT (114.035649 22.694391)
2755792664,22.6921786,114.050708,3,,,POINT (114.050708 22.6921786)
2755792669,22.6921586,114.050838,3,,,POINT (114.050838 22.6921586)
2755792682,22.6930932,114.0444631,4,,,POINT (114.0444631 22.6930932)
2755792688,22.7021021,114.0879271,4,,,POINT (114.0879271 22.7021021)
2758882623,22.6544625,113.9957525,1,,,POINT (113.9957525 22.6544625)
2758882673,22.6592143,113.9973704,3,,,POINT (113.9973704 22.6592143)
2758882718,22.6510346,113.996265,1,,,POINT (113.996265 22.6510346)
2758882738,22.6558188,113.9956695,1,,,POINT (113.9956695 22.6558188)
2758882842,22.6577885,113.9935949,1,,,POINT (113.9935949 22.6577885)
2758882919,22.6580736,113.9968506,3,,,POINT (113.9968506 22.6580736)
2758882952,22.6609278,113.9957364,1,,,POINT (113.9957364 22.6609278)
2758883020,22.6599798,113.9938669,1,,,POINT (113.9938669 22.6599798)
2766928185,22.669555,113.9890524,3,,,POINT (113.9890524 22.669555)
2766928199,22.6652955,113.9940757,3,,,POINT (113.9940757 22.6652955)
2845579250,22.6939212,114.0401375,4,,,POINT (114.0401375 22.6939212)
2845579266,22.6956065,114.0401171,3,,,POINT (114.0401171 22.6956065)
2845579272,22.6985016,114.0416572,3,,,POINT (114.0416572 22.6985016)
2845579284,22.6955274,114.0444254,3,,,POINT (114.0444254 22.6955274)
2845599619,22.7004492,114.0442153,3,,,POINT (114.0442153 22.7004492)
2845668192,22.7147409,114.0341599,3,,,POINT (114.0341599 22.7147409)
2845668505,22.7198635,114.024513,3,,,POINT (114.024513 22.7198635)
2845668507,22.7315305,114.0213034,4,,,POINT (114.0213034 22.7315305)
2845684874,22.7122514,114.0427342,4,,,POINT (114.0427342 22.7122514)
2845713885,22.70533,114.04065,3,,,POINT (114.04065 22.70533)
2845713892,22.7024199,114.0396657,3,,,POINT (114.0396657 22.7024199)
2845713896,22.7012873,114.0400368,1,,,POINT (114.0400368 22.7012873)
2845713897,22.716187,114.0401822,3,,,POINT (114.0401822 22.716187)
2845713906,22.703328,114.0403229,1,,,POINT (114.0403229 22.703328)
2845713916,22.7232182,114.0475486,4,,,POINT (114.0475486 22.7232182)
2845713919,22.7017054,114.0394762,3,,,POINT (114.0394762 22.7017054)
2845713920,22.7232479,114.0481816,4,,,POINT (114.0481816 22.7232479)
2845713926,22.7014159,114.0391758,3,,,POINT (114.0391758 22.7014159)
2845713932,22.7039194,114.0403578,3,,,POINT (114.0403578 22.7039194)
2845713945,22.7215339,114.0436578,3,,,POINT (114.0436578 22.7215339)
2845713946,22.7016051,114.0398513,3,,,POINT (114.0398513 22.7016051)
2845713949,22.7209204,114.0470267,3,,,POINT (114.0470267 22.7209204)
2845713951,22.7039738,114.0400332,3,,,POINT (114.0400332 22.7039738)
2845713955,22.7020215,114.0387162,4,,,POINT (114.0387162 22.7020215)
2845713964,22.705036,114.040533,3,,,POINT (114.040533 22.705036)
2845713969,22.7039714,114.0407789,3,,,POINT (114.0407789 22.7039714)
2845713971,22.703667,114.0403873,1,,,POINT (114.0403873 22.703667)
2845713993,22.7050639,114.0404159,3,,,POINT (114.0404159 22.7050639)
2845713999,22.7034623,114.0391865,3,,,POINT (114.0391865 22.7034623)
2845714106,22.7027911,114.0390113,3,,,POINT (114.0390113 22.7027911)
2845714117,22.7025907,114.039832,3,,,POINT (114.039832 22.7025907)
2845714122,22.7030014,114.0399393,4,,,POINT (114.0399393 22.7030014)
2845714128,22.7023383,114.0407789,1,,,POINT (114.0407789 22.7023383)
2845714140,22.7011685,114.0404603,3,,,POINT (114.0404603 22.7011685)
2845714147,22.7028158,114.0406823,1,,,POINT (114.0406823 22.7028158)
2845714150,22.7215755,114.0461968,3,,,POINT (114.0461968 22.7215755)
2845714153,22.7041025,114.0395987,4,,,POINT (114.0395987 22.7041025)
2845714157,22.7034122,114.0400037,4,,,POINT (114.0400037 22.7034122)
2845714160,22.7150905,114.036791,4,,,POINT (114.036791 22.7150905)
2845714166,22.7009798,114.0404087,1,,,POINT (114.0404087 22.7009798)
2845714167,22.7041724,114.0393718,3,,,POINT (114.0393718 22.7041724)
2845714175,22.701784,114.0406287,3,,,POINT (114.0406287 22.701784)
2845714177,22.7014234,114.04053,3,,,POINT (114.04053 22.7014234)
2845714182,22.7027911,114.0408298,1,,,POINT (114.0408298 22.7027911)
2845714189,22.7019028,114.0390301,3,,,POINT (114.0390301 22.7019028)
2845714196,22.7015687,114.0387913,3,,,POINT (114.0387913 22.7015687)
2845714198,22.7100073,114.0400489,3,,,POINT (114.0400489 22.7100073)
2845714200,22.7275937,114.0336389,5,,,POINT (114.0336389 22.7275937)
2845714210,22.7048077,114.0401485,3,,,POINT (114.0401485 22.7048077)
2845714213,22.7020661,114.0395665,4,,,POINT (114.0395665 22.7020661)
2845714217,22.7103957,114.0385799,4,,,POINT (114.0385799 22.7103957)
2845714219,22.7043308,114.040297,3,,,POINT (114.040297 22.7043308)
2952323438,22.7720068,113.9533067,1,,,POINT (113.9533067 22.7720068)
2952323446,22.770059,113.9466934,3,,,POINT (113.9466934 22.770059)
2952323461,22.7675521,113.9485822,3,,,POINT (113.9485822 22.7675521)
2959793206,22.6934007,113.9724363,4,,,POINT (113.9724363 22.6934007)
2959793215,22.6764034,113.9881182,4,,,POINT (113.9881182 22.6764034)
2959793224,22.6764342,113.9881922,4,,,POINT (113.9881922 22.6764342)
2959793226,22.6852793,113.9854985,4,,,POINT (113.9854985 22.6852793)
2959793230,22.6967264,113.9707677,4,,,POINT (113.9707677 22.6967264)
2959795104,22.7045328,113.9859602,4,,,POINT (113.9859602 22.7045328)
2959795955,22.69292,113.986903,4,,,POINT (113.986903 22.69292)
2959795959,22.6929151,113.9744322,4,,,POINT (113.9744322 22.6929151)
2959795965,22.6815125,113.9856638,4,,,POINT (113.9856638 22.6815125)
2959795972,22.6935338,113.9931759,3,,,POINT (113.9931759 22.6935338)
2959795976,22.6815161,113.9857512,4,,,POINT (113.9857512 22.6815161)
2959795986,22.6763046,113.9881627,4,,,POINT (113.9881627 22.6763046)
2959795998,22.692913,113.9867984,4,,,POINT (113.9867984 22.692913)
2959796019,22.6852185,113.9873182,3,,,POINT (113.9873182 22.6852185)
2959796021,22.685278,113.9854234,4,,,POINT (113.9854234 22.685278)
2959796025,22.6763337,113.9882328,4,,,POINT (113.9882328 22.6763337)
2959800175,22.6999065,113.9869027,4,,,POINT (113.9869027 22.6999065)
2959800178,22.7021337,113.9774664,4,,,POINT (113.9774664 22.7021337)
2959800180,22.7030258,113.9820312,3,,,POINT (113.9820312 22.7030258)
2959800181,22.7065115,113.9801828,3,,,POINT (113.9801828 22.7065115)
2959800191,22.698709,113.9868352,4,,,POINT (113.9868352 22.698709)
2959800208,22.7051055,113.9801795,4,,,POINT (113.9801795 22.7051055)
2959800212,22.7064184,113.9828137,3,,,POINT (113.9828137 22.7064184)
2959800217,22.698019,113.9831522,4,,,POINT (113.9831522 22.698019)
